Address 1 (self-reported),Postal Code,Street Number,Street Name,Primary Property Type - Self Selected,Largest Property Use Type,Primary Property Use Type - Gross Floor Area (ft²),Year Built,Number of Buildings - Self-reported,Occupancy,Site EUI (kBtu/ft²),Weather Normalized Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Water Use (All Water Sources) (kgal),Water Intensity (All Water Sources) (gal/ft²),Latitude,Longitude,GHG Emissions,Direct GHG Emissions,Indirect GHG Emissions,log_GHG_Emissions,age,age_group,Occupancy_group
3780 Bronx Boulevard,10467,3780,BRONX BOULEVARD,Multifamily Housing,Multifamily Housing,53250.0,1953,1,100,91.3,98.7,3.3,0.0,3894.1,73.13,40.884381,-73.865851,372.5,315.3,57.1,5.922918004572872,71,>50,76-100%
3824 BRONX BLVD,10467,3824,BRONX BOULEVARD,Multifamily Housing,Multifamily Housing,79095.0,1931,1,100,97.9,107.1,3.2,0.1,,,40.88521,-73.866247,589.2,508.6,80.6,6.380461462508839,93,>50,76-100%
624 East 222 Street,10467,624,EAST 222 STREET,Multifamily Housing,Multifamily Housing,51000.0,1930,1,100,56.2,60.6,2.9,0.1,3478.4,68.2,40.886429,-73.863977,218.0,169.7,48.3,5.389071729816501,94,>50,76-100%
799 east gunhill road,10467,3441,BARNES AVENUE,Senior Care Community,Senior Care Community,77403.0,1973,1,100,118.8,117.6,12.5,0.8,7799.8,100.77,40.875665,-73.86234,622.9,308.8,314.1,6.435990099116741,51,>50,76-100%
3531 Bronxwood Avenue,10469,800,TILDEN STREET,Multifamily Housing,Multifamily Housing,288990.0,1962,1,100,57.7,57.2,4.3,0.4,,,40.876847,-73.861578,1062.0,651.4,410.6,6.968850378341948,62,>50,76-100%
3461 Wilson Avenue,10469,1181,EAST 214 STREET,Multifamily Housing,Multifamily Housing,80596.0,1942,1,100,93.6,101.3,0.5,1.0,,,40.876017,-73.851502,406.0,393.3,12.8,6.008813185442595,82,>50,76-100%
1880 Bartow Ave.,10469,1880,BARTOW AVENUE,Self-Storage Facility,Self-Storage Facility,195223.0,1972,1,100,19.3,,1.1,,402.2,2.06,40.867689,-73.835084,257.2,124.2,133.0,5.553734478412542,52,>50,76-100%
3940 Bronx Blvd,10466,3940,BRONX BOULEVARD,Multifamily Housing,Multifamily Housing,84520.0,1960,1,100,25.6,25.2,4.8,0.1,2091.9,24.75,40.887994,-73.864755,172.3,37.7,134.6,5.155024196721561,64,>50,76-100%
3950 Bronx Blvd,10466,3950,BRONX BOULEVARD,Multifamily Housing,Multifamily Housing,54115.0,1929,1,100,104.4,106.6,4.0,0.0,5791.9,107.03,40.888584,-73.864429,429.9,357.7,72.2,6.065876044621792,95,>50,76-100%
4030 BRONX BLVD,10467,4030,BRONX BOULEVARD,Multifamily Housing,Multifamily Housing,58730.0,1929,1,100,123.0,128.7,4.1,0.1,,,40.890589,-73.863314,552.1,474.1,78.0,6.315538817000633,95,>50,76-100%
3940 Carpenter Avenue,10466,3940,CARPENTER AVENUE,Multifamily Housing,Multifamily Housing,66710.0,1928,1,100,78.9,82.9,4.3,0.6,,,40.887809,-73.86383,328.0,232.6,95.4,5.796057750765372,96,>50,76-100%
4054 CARPENTER AVE,10466,4054,CARPENTER AVENUE,Multifamily Housing,Multifamily Housing,62610.0,1949,1,100,87.5,92.2,3.7,0.8,,,40.891002,-73.862069,324.1,247.0,77.2,5.784132827309859,75,>50,76-100%
4116-4118 CARPENTER AVE.,10460,4118,CARPENTER AVENUE,Multifamily Housing,Multifamily Housing,56000.0,1927,1,100,87.5,,0.5,0.0,4693.3,83.81,40.892055,-73.861495,370.4,360.8,9.6,5.917279648918606,97,>50,76-100%
655 East 230th Street,10466,655,EAST 230 STREET,Multifamily Housing,Multifamily Housing,59710.0,1940,1,100,104.2,112.2,4.1,0.0,,,40.891873,-73.860168,472.0,394.0,78.0,6.159095388491933,84,>50,76-100%
4128 Carpenter Ave,10466,4128,CARPENTER AVENUE,Multifamily Housing,Multifamily Housing,54048.0,1929,1,100,115.3,120.6,3.1,0.0,3471.5,64.23,40.892456,-73.861274,476.2,421.1,55.1,6.167935690223761,95,>50,76-100%
4138-4140 Carpenter Ave,10466,4138,CARPENTER AVENUE,Multifamily Housing,Multifamily Housing,53274.0,1929,1,100,83.6,94.4,6.0,0.0,,,40.892706,-73.861132,350.2,248.2,102.0,5.861355861760962,95,>50,76-100%
645 East 231st Street,10466,645,EAST 231 STREET,Multifamily Housing,Multifamily Housing,67224.0,1941,1,100,92.5,99.4,3.8,0.1,487.1,7.25,40.892624,-73.859914,476.1,393.5,82.7,6.167726112522061,83,>50,76-100%
667 East 232nd Street,10466,667,EAST 232 STREET,Multifamily Housing,Multifamily Housing,50934.0,1930,1,100,107.7,114.1,4.5,1.0,5948.5,116.79,40.893156,-73.858972,324.0,247.6,76.4,5.783825182329737,94,>50,76-100%
642-654 E 233rd St,10466,642,EAST 233 STREET,Multifamily Housing,Multifamily Housing,68546.0,1929,3,100,89.0,95.1,6.4,0.7,,,40.893993,-73.859278,385.2,242.4,142.9,5.956355369994414,95,>50,76-100%
666 East 233rd Street ,10451,666,EAST 233 STREET,Multifamily Housing,Multifamily Housing,66650.0,1929,1,100,123.1,130.6,5.7,0.3,,,40.893809,-73.8587,598.1,474.2,123.9,6.395428529089879,95,>50,76-100%
3911 Barnes Avenue ,10466,3911,BARNES AVENUE,Multifamily Housing,Multifamily Housing,60717.0,1981,1,100,83.2,89.1,6.4,0.7,4438.9,73.11,40.885201,-73.858541,320.6,198.5,122.2,5.773308537304811,43,41-50,76-100%
4138 Barnes Ave,10466,4138,BARNES AVENUE,Multifamily Housing,Multifamily Housing,62337.0,1927,1,100,28.3,28.4,6.5,0.1,,,40.890876,-73.855389,148.9,19.7,129.2,5.009968405108552,97,>50,76-100%
3525 Baychester Avenue,10466,3525,BAYCHESTER AVENUE,Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),80844.0,1950,1,100,49.7,,,,6044.6,74.77,40.881703,-73.838998,356.8,21.0,335.8,5.879974171074619,74,>50,76-100%
1 Cardinal Place,10466,1991,NEEDHAM AVENUE,K-12 School,K-12 School,444000.0,1959,2,90,34.5,,1.8,0.3,,,40.882444,-73.840284,975.4,724.0,251.4,6.883872338518805,65,>50,76-100%
613 E 233 St Garage,10001,613,EAST 233 STREET,Parking,Parking,234000.0,1993,1,100,17.4,18.5,2.5,0.1,,,,,296.2,108.5,187.7,5.694405312843604,31,31-40,76-100%
855 East 233rd Street,10466,855,EAST 233 STREET,Multifamily Housing,Multifamily Housing,126561.0,1964,1,100,64.7,64.7,5.7,0.5,11352.4,89.7,40.89194,-73.852775,532.6,303.6,229.0,6.279646494601414,60,>50,76-100%
4353 Bronx Blvd,10466,4353,BRONX BOULEVARD,Self-Storage Facility,Self-Storage Facility,62220.0,2013,1,75,21.5,24.0,3.4,0.1,18.0,0.29,40.89825,-73.858878,99.9,32.2,67.6,4.6141299273595635,11,11-20,51-75%
660 Nereid Avenue,10470,660,NEREID AVENUE,Multifamily Housing,Multifamily Housing,94350.0,1931,1,100,100.6,,5.2,0.1,,,40.898995,-73.855719,732.8,570.1,162.7,6.598236511921182,93,>50,76-100%
4350 Furman Ave,10453,4350,FURMAN AVENUE,Multifamily Housing,Multifamily Housing,69506.0,1931,1,100,16.8,16.6,3.4,0.1,3790.9,54.54,40.896672,-73.854501,94.7,18.6,76.0,4.5612182984589085,93,>50,76-100%
4382 Furman Avenue,10466,4382,FURMAN AVENUE,Multifamily Housing,Multifamily Housing,75630.0,1931,1,100,18.4,17.8,3.5,0.1,,,40.897645,-73.853797,111.3,23.7,87.6,4.721173861744398,93,>50,76-100%
660 East 242 Street,10470,660,EAST 242 STREET,Multifamily Housing,Multifamily Housing,55650.0,1933,1,100,84.6,91.2,3.6,0.8,4029.8,72.41,40.905979,-73.850335,277.9,213.1,64.8,5.630853294633443,91,>50,76-100%
4770 White Plains Road,10462,4770,WHITE PLAINS ROAD,Office,Office,69851.0,1905,1,100,17.4,17.4,0.3,0.2,340.7,4.88,40.905314,-73.84949,66.9,61.3,5.6,4.21803603456465,119,,76-100%
735 E 242nd,10470,735,EAST 242 STREET,Multifamily Housing,Multifamily Housing,66937.0,1931,1,100,118.8,130.4,4.0,0.1,6564.9,98.08,40.905543,-73.84865,607.5,520.5,87.1,6.410996912427582,93,>50,76-100%
707 E 242nd St,10470,707,EAST 242 STREET,Multifamily Housing,Multifamily Housing,61616.0,1940,1,100,22.5,22.2,4.6,0.1,,,40.905645,-73.849026,113.2,20.6,92.6,4.73795129722191,84,>50,76-100%
135 Einstein Loop,10475,121,EINSTEIN LOOP EAST,Office,Office,456771.0,1969,1,100,26.8,26.8,0.4,0.2,,,40.864688,-73.821729,713.1,661.9,51.2,6.5710230085550645,55,>50,76-100%
100 BAYCHESTER AVE,10475,100,BAYCHESTER AVENUE,Retail Store,Retail Store,166320.0,1997,1,100,64.6,66.8,14.2,0.2,796.5,4.79,40.86455,-73.82977,894.8,137.2,757.6,6.7977171737732,27,21-30,76-100%
789 Coop City Blvd,10475,789,CO-OP CITY BOULEVARD,Multifamily Housing,Multifamily Housing,70000.0,2012,1,100,59.5,63.6,4.0,0.5,,,40.878641,-73.827763,260.6,169.0,91.6,5.566816619583044,12,11-20,76-100%
177 Dreiser Loop,10475,99,DREISER LOOP,Office,Office,564653.0,1969,1,100,26.8,26.8,0.4,0.2,8859.0,15.69,40.87815,-73.828151,881.5,818.2,63.3,6.782758788807452,55,>50,76-100%
99 Carver Loop,10475,99,CARVER LOOP,Office,Office,311551.0,1969,1,100,26.8,26.8,0.4,0.2,,,40.878045,-73.825863,486.4,451.5,34.9,6.189085141191105,55,>50,76-100%
99 Bellamy Loop,10475,150,CO-OP CITY BOULEVARD,Office,Office,311551.0,1969,1,100,26.8,26.8,0.4,0.2,31.4,0.1,,,486.4,451.5,34.9,6.189085141191105,55,>50,76-100%
2219 Givan Avenue,10475,2219,GIVAN AVENUE,Multifamily Housing,Multifamily Housing,68948.0,2011,1,100,17.2,,4.3,,,,40.880255,-73.828008,96.4,,96.4,4.578826210648489,13,11-20,76-100%
2301 Tillotson Avenue,10475,2302,TILLOTSON AVENUE,Self-Storage Facility,Self-Storage Facility,127000.0,2016,1,100,,,,,,,40.882884,-73.82589,,,,,8,0-10,76-100%
2505 Bruckner Blvd,10465,2505,BRUCKNER BOULEVARD,Other,Other,23000.0,1983,1,100,14.8,,4.4,,1.0,0.04,40.82997,-73.838415,31.4,0.2,31.3,3.4781584227982836,41,41-50,76-100%
3030 Middletown Rd,10461,3030,MIDDLETOWN ROAD,Multifamily Housing,Multifamily Housing,50934.0,2012,1,90,58.7,,6.0,,2299.6,45.15,40.844134,-73.829482,202.1,101.2,100.9,5.313698468586339,12,11-20,76-100%
1130 Stadium Avenue,10465,1110,STADIUM AVENUE,Multifamily Housing,Multifamily Housing,141020.0,1963,1,100,90.7,97.3,4.9,0.8,7287.1,51.67,40.835994,-73.817285,777.4,548.1,229.3,6.657240530871795,61,>50,76-100%
3304 Waterbury Avenue,10465,1200,STADIUM AVENUE,Senior Care Community,Senior Care Community,158840.0,1940,1,100,122.2,130.0,9.8,1.0,,,40.837281,-73.818864,1247.1,743.4,503.7,7.129377673924408,84,>50,76-100%
701 Throgs Neck Expressway,10465,727,THROGS NECK EXPWY SR,Multifamily Housing,Multifamily Housing,83146.0,1977,1,100,103.8,101.7,15.6,0.5,5392.8,64.86,40.828525,-73.818913,640.7,214.3,426.3,6.46412090475647,47,41-50,76-100%
3077 Cross Bronx Expressway,10465,3077,CROSS BRONX EP SR N,Senior Care Community,Senior Care Community,127800.0,1971,1,100,79.9,85.2,6.5,0.6,,,40.821967,-73.816706,658.3,387.3,271.0,6.491178666119254,53,>50,76-100%
2999 Schurz Avenue,10465,2999,SCHURZ AVENUE,Senior Care Community,Senior Care Community,114000.0,2002,1,100,92.9,98.3,12.2,0.6,,,40.81495,-73.812473,754.0,306.2,447.8,6.626717749249025,22,21-30,76-100%
3255 Randall Avenue,10465,3255,RANDALL AVENUE,Multifamily Housing,Multifamily Housing,57432.0,1962,1,100,115.7,123.4,5.9,,5984.0,104.19,40.829554,-73.814845,520.6,411.8,108.8,6.256901010612443,62,>50,76-100%
280 Longstreet Ave,10465,280,LONGSTREET AVENUE,Multifamily Housing,Multifamily Housing,63749.0,1965,1,100,,,,,,,40.821263,-73.807281,,,,,59,>50,76-100%
270 Long Street,10465,270,LONGSTREET AVENUE,Multifamily Housing,Multifamily Housing,64923.0,1965,1,95,55.5,,0.6,0.1,0.0,0.0,40.821054,-73.807184,261.7,248.9,12.8,5.571012696691494,59,>50,76-100%
1-23 Pennyfield Ave,10465,1,PENNYFIELD AVENUE,Multifamily Housing,Multifamily Housing,67000.0,1998,1,100,99.1,106.9,8.9,0.8,,,40.809183,-73.802082,435.9,241.6,194.3,6.07970433595739,26,21-30,76-100%
545 Brush Ave,10465,535,BRUSH AVENUE,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,88650.0,1983,1,100,32.7,32.7,9.6,,,,40.817724,-73.838557,298.8,0.0,298.8,5.703115585668497,41,41-50,76-100%
30 Pilot Street,10464,30,PILOT STREET,Multifamily Housing,Multifamily Housing,69730.0,1964,1,100,75.2,,5.3,0.1,3476.8,49.86,40.84084,-73.786299,409.4,288.8,120.6,6.01713229385656,60,>50,76-100%
160 Pilot Street,10464,160,PILOT STREET,Multifamily Housing,Multifamily Housing,97013.0,1981,1,100,71.0,75.5,4.5,0.6,,,40.841299,-73.783771,428.3,282.5,145.9,6.062155975230515,43,41-50,76-100%
4275 Boston Road,10466,4275,BOSTON ROAD,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,83100.0,1970,1,100,63.4,71.0,8.6,0.4,,,40.889102,-73.821674,401.6,160.4,241.3,5.9979435132056915,54,>50,76-100%
3054 Godwin Terrace,10463,3054,GODWIN TERRACE,Multifamily Housing,Multifamily Housing,66000.0,1927,1,100,49.3,,,,,,40.87889,-73.906154,239.7,237.3,2.4,5.483551344789026,97,>50,76-100%
3000 Kingsbridge Avenue,10463,3000,KINGSBRIDGE AVENUE,Multifamily Housing,Multifamily Housing,96000.0,1923,1,100,41.2,41.2,4.7,0.3,,,40.87851,-73.907799,279.6,132.8,146.8,5.6369301676683605,101,,76-100%
"3024 Kingsbridge Ave, ",10463,3024,KINGSBRIDGE AVENUE,Multifamily Housing,Multifamily Housing,58800.0,1926,1,100,73.4,77.5,4.3,0.0,7644.7,130.01,40.878771,-73.90755,331.7,248.9,82.8,5.807241183024431,98,>50,76-100%
3034 Kingsbridge Avenue,10463,3034,KINGSBRIDGE AVENUE,Multifamily Housing,Multifamily Housing,54440.0,1926,1,90,83.9,,3.7,0.0,604.3,11.1,40.87888,-73.907444,346.7,280.9,65.9,5.851340039013816,98,>50,76-100%
3052-3054 Kings Bridge Avenue,10463,3052,KINGSBRIDGE AVENUE,Multifamily Housing,Multifamily Housing,60750.0,1950,1,100,85.3,85.3,5.7,0.2,,,40.879075,-73.90726,391.1,279.2,111.9,5.971516909298286,74,>50,76-100%
30-63 Godwin Terrace,10463,3063,GODWIN TERRACE,Multifamily Housing,Multifamily Housing,53400.0,1925,1,100,60.7,,,,,,40.879143,-73.906001,201.7,134.6,67.1,5.311727053457954,99,>50,76-100%
3025 Godwin Terrace,10463,3025,GODWIN TERRACE,Multifamily Housing,Multifamily Housing,65250.0,1926,1,100,69.5,,,,,,40.878331,-73.906574,298.4,220.5,77.9,5.701780471985528,98,>50,76-100%
224-230 Naples Terrace,10463,224,NAPLES TERRACE,Multifamily Housing,Multifamily Housing,131140.0,1927,1,100,111.6,,7.9,0.8,9931.1,75.73,40.879806,-73.905198,921.8,583.5,338.4,6.827412526299598,97,>50,76-100%
3136 Godwin Terrace,10463,3136,GODWIN TERRACE,Multifamily Housing,Multifamily Housing,72245.0,1928,1,100,80.8,82.1,3.6,0.0,4284.2,59.3,40.880053,-73.905121,444.7,362.6,82.1,6.09964607995251,96,>50,76-100%
225-227 Naples Avenue,10463,225,NAPLES TERRACE,Multifamily Housing,Multifamily Housing,53472.0,1926,1,100,105.9,112.3,4.1,1.0,,,40.87979,-73.905125,331.3,259.7,71.6,5.806038175360548,98,>50,76-100%
3100-3108 Kingsbridge Avenue,10463,3104,KINGSBRIDGE AVENUE,Multifamily Housing,Multifamily Housing,68605.0,1926,1,100,63.9,68.9,3.4,0.6,4519.7,65.88,40.879944,-73.906427,264.8,190.1,74.6,5.582744146279145,98,>50,76-100%
236 Naples Terrace,10463,231,WEST 231 STREET,Multifamily Housing,Multifamily Housing,64123.0,1925,1,100,85.5,85.5,6.1,0.6,6961.8,97.2,40.879486,-73.905907,384.4,246.0,138.4,5.954281755980266,99,>50,76-100%
3135 Godwin Terrace,10463,3135,GODWIN TERRACE,Multifamily Housing,Multifamily Housing,80000.0,1928,1,100,60.7,,,,,,40.880061,-73.905143,275.2,234.5,40.7,5.621125240975192,96,>50,76-100%
"3120 Corlear Avenue, Bronx",10463,3120,CORLEAR AVENUE,Multifamily Housing,Multifamily Housing,32801.0,2009,1,100,71.3,74.2,10.5,0.4,,,40.88073,-73.907294,284.2,101.4,182.8,5.653190688540141,15,11-20,76-100%
3050 Colear Avenue,10463,3050,CORLEAR AVENUE,Other,Other,96250.0,2011,1,100,9.2,9.3,2.4,0.0,3163.8,32.87,40.879693,-73.908315,78.1,5.8,72.4,4.370712874773608,13,11-20,76-100%
290 West 232nd Street,10463,290,WEST 232 STREET,Multifamily Housing,Multifamily Housing,134200.0,1966,1,100,104.5,111.6,4.9,,7998.4,59.6,40.881712,-73.906808,1097.3,881.7,215.6,7.0015188087943,58,>50,76-100%
2465 Palisade Avenue,10463,2465,PALISADE AVENUE,Multifamily Housing,Multifamily Housing,80117.0,1957,1,100,88.8,88.4,5.6,0.7,2336.9,29.17,40.879903,-73.921405,440.7,294.2,146.5,6.090630918602481,67,>50,76-100%
2400 Johnson Avenue,10463,2400,JOHNSON AVENUE,Multifamily Housing,Multifamily Housing,152900.0,1969,1,100,106.0,105.4,6.0,0.8,,,40.876816,-73.918201,1013.2,712.6,300.6,6.921855403360919,55,>50,76-100%
500 Kappock Street,10463,500,KAPPOCK STREET,Multifamily Housing,Multifamily Housing,85000.0,1950,1,100,71.5,71.0,3.4,0.1,3639.7,42.82,40.877239,-73.91785,455.2,361.0,94.2,6.122931309850288,74,>50,76-100%
2287 Johnson Ave,10463,2287,JOHNSON AVENUE,Multifamily Housing,Multifamily Housing,87075.0,1983,1,100,81.7,86.4,6.4,0.6,3367.0,38.67,40.877629,-73.91905,455.6,273.8,181.8,6.123807734095696,41,41-50,76-100%
601 Kappock Street,10463,601,KAPPOCK STREET,Multifamily Housing,Multifamily Housing,129600.0,1960,1,100,69.2,74.4,3.6,0.6,3709.6,28.62,40.878975,-73.916687,541.7,388.6,153.1,6.296556681069359,64,>50,76-100%
609 Kappock St,10463,609,KAPPOCK STREET,Multifamily Housing,Multifamily Housing,82500.0,1962,1,100,60.9,65.3,3.6,0.5,,,40.879571,-73.916802,309.2,210.5,98.7,5.737217250742439,62,>50,76-100%
629 Kappock St,10463,629,KAPPOCK STREET,Multifamily Housing,Multifamily Housing,130570.0,1961,1,100,66.4,65.8,3.4,0.5,3670.7,28.11,40.880145,-73.917398,524.4,375.5,148.9,6.26415987725144,63,>50,76-100%
2750 Johnson Ave,10463,2750,JOHNSON AVENUE,Multifamily Housing,Multifamily Housing,108570.0,1964,1,100,71.3,76.6,3.4,0.6,1936.9,17.84,40.879943,-73.912213,462.6,342.1,120.5,6.1390221114655965,60,>50,76-100%
2700 Henry Hudson Parkway,10463,2700,HENRY HUDSON PKWY E,Multifamily Housing,Multifamily Housing,112955.0,1955,1,100,58.6,63.9,2.4,0.6,3577.9,31.68,40.881454,-73.916843,389.6,300.3,89.3,5.967684018442578,69,>50,76-100%
2728 Henry Hudson Parkway,10463,2728,HENRY HUDSON PKWY E,Multifamily Housing,Multifamily Housing,158710.0,1928,1,100,82.6,,,,,,40.881528,-73.916756,771.5,615.9,155.5,6.649632008771901,96,>50,76-100%
3050 Fairfield Avenue,10463,3050,FAIRFIELD AVENUE,Multifamily Housing,Multifamily Housing,111015.0,1958,1,100,77.7,,4.0,0.0,3779.8,34.05,40.882723,-73.914509,664.6,515.3,149.3,6.500688889506999,66,>50,76-100%
640 West 231st Street,10463,640,WEST 231 STREET,Multifamily Housing,Multifamily Housing,83200.0,1953,1,100,75.7,81.6,3.8,0.7,2672.0,32.12,40.883299,-73.914646,378.8,275.0,103.8,5.939644798378185,71,>50,76-100%
3017 Riverdale Avenue,10463,3015,RIVERDALE AVENUE,Multifamily Housing,Multifamily Housing,125148.0,1941,1,100,83.1,88.9,3.9,0.8,6028.3,48.17,40.880475,-73.910632,619.4,462.1,157.3,6.430364431302384,83,>50,76-100%
3030 Johnson Avenue,10463,3030,JOHNSON AVENUE,Multifamily Housing,Multifamily Housing,64310.0,1966,1,100,83.3,85.1,4.8,0.0,2458.1,38.22,40.881515,-73.911289,412.7,313.6,99.1,6.025141073467366,58,>50,76-100%
3135 Johnson Avenue,10463,3135,JOHNSON AVENUE,Multifamily Housing,Multifamily Housing,141721.0,1953,1,100,106.9,114.1,6.1,0.9,5741.3,40.51,40.882613,-73.910806,925.9,648.7,277.3,6.831845684881787,71,>50,76-100%
2530 Independence Ave,10463,2530,INDEPENDENCE AVENUE,Multifamily Housing,Multifamily Housing,82300.0,1961,1,100,84.4,84.0,4.1,0.7,,,40.880351,-73.921025,415.5,306.4,109.2,6.031886461606898,63,>50,76-100%
2390 Palisade Avenue,10463,2390,PALISADE AVENUE,Multifamily Housing,Multifamily Housing,88100.0,1964,1,100,77.0,82.4,3.4,0.7,,,40.879395,-73.920791,401.4,305.2,96.2,5.9974466187855295,60,>50,76-100%
2550 Independence Ave,10463,2550,INDEPENDENCE AVENUE,Multifamily Housing,Multifamily Housing,228930.0,1959,1,100,50.1,53.5,3.0,0.4,4094.5,17.89,40.880369,-73.919741,706.7,478.3,228.3,6.562020275081739,65,>50,76-100%
750 Kappock Street,10463,750,KAPPOCK STREET,Multifamily Housing,Multifamily Housing,228891.0,1953,1,100,75.4,80.5,3.7,0.7,10702.4,46.76,40.882137,-73.919848,1036.3,755.6,280.6,6.944376462437782,71,>50,76-100%
2727 Palisade Ave,10463,2727,PALISADE AVENUE,Multifamily Housing,Multifamily Housing,212433.0,1955,1,100,75.5,80.7,3.5,0.7,7186.6,33.83,40.883051,-73.920165,956.7,711.2,245.5,6.864534576527574,69,>50,76-100%
2575 Palisade Avenue,10463,2575,PALISADE AVENUE,Multifamily Housing,Multifamily Housing,155420.0,1958,1,100,103.1,102.5,3.9,0.9,5559.7,35.77,40.881594,-73.921631,936.8,735.5,201.3,6.8435367066554855,66,>50,76-100%
2521 Palisade Avenue,10463,2521,PALISADE AVENUE,Multifamily Housing,Multifamily Housing,53622.0,1986,1,100,111.3,119.3,8.3,0.9,,,40.881059,-73.922066,380.1,232.4,147.7,5.943061807879815,38,31-40,76-100%
2675 Henry Hudson Pkwy.,10463,2675,HENRY HUDSON PKWY W,Multifamily Housing,Multifamily Housing,92782.0,1951,1,100,66.8,71.2,2.9,0.6,4522.7,48.75,40.881081,-73.917882,366.1,279.7,86.4,5.905634290502789,73,>50,76-100%
2601 Henry Hudson Parkway,10463,2601,HENRY HUDSON PKWY W,Multifamily Housing,Multifamily Housing,92161.0,1954,1,100,71.8,78.2,4.1,0.6,,,40.880741,-73.918291,403.3,282.3,121.0,6.002157176646725,70,>50,76-100%
2711 Henry Hudson Parkway,10463,2711,HENRY HUDSON PKWY W,Multifamily Housing,Multifamily Housing,82559.0,1953,1,100,35.2,36.7,5.7,0.2,2822.0,34.18,40.88169,-73.917172,219.0,67.9,151.1,5.393627546352362,71,>50,76-100%
2734 Independence Avenue,10463,2734,INDEPENDENCE AVENUE,Multifamily Housing,Multifamily Housing,83880.0,1970,1,95,84.1,89.8,4.5,0.7,2582.3,30.79,40.882818,-73.917362,427.2,304.0,123.2,6.059590376155582,54,>50,76-100%
2727 Henry Hudson Parkway,10463,2727,HENRY HUDSON PKWY W,Multifamily Housing,Multifamily Housing,77430.0,2013,1,100,45.3,46.5,7.4,0.2,,,40.881731,-73.917125,263.7,82.3,181.4,5.578597109233056,11,11-20,76-100%
3001 Henry Hudson Pkwy,10463,3001,HENRY HUDSON PKWY W,Multifamily Housing,Multifamily Housing,130400.0,1934,1,100,71.6,77.5,3.4,0.7,2918.6,22.38,40.882699,-73.9161,557.5,413.8,143.7,6.3252546185092555,90,>50,76-100%
735 Kappock Street,10463,735,KAPPOCK STREET,Multifamily Housing,Multifamily Housing,61528.0,1953,1,100,110.7,119.0,5.4,1.0,3076.1,49.99,40.881931,-73.919747,406.7,301.6,105.1,6.0105316098252075,71,>50,76-100%
3204 KINGSBRIDGE AVE.,10463,3204,KINGSBRIDGE AVENUE,Multifamily Housing,Multifamily Housing,56000.0,1927,1,100,56.7,61.4,0.6,0.6,593.9,10.61,40.881137,-73.905268,173.4,162.5,10.9,5.161351511474879,97,>50,76-100%
3214 KINGSBRIDGE AVE.,10463,3214,KINGSBRIDGE AVENUE,Multifamily Housing,Multifamily Housing,63000.0,1927,1,100,66.9,71.0,0.4,0.7,,,40.88134,-73.905072,227.1,219.4,7.7,5.429784129290343,97,>50,76-100%
222 WEST 233 ST.,10463,222,WEST 233 STREET,Multifamily Housing,Multifamily Housing,74000.0,1923,1,100,73.2,78.7,0.5,0.8,,,40.881183,-73.9041,292.5,281.7,10.8,5.681877639268151,101,,76-100%
225 West 232 Street,10463,225,WEST 232 STREET,Multifamily Housing,Multifamily Housing,87510.0,1929,1,100,108.1,113.3,5.5,0.0,8348.8,95.4,40.880352,-73.904318,732.0,576.6,155.5,6.597145701886651,95,>50,76-100%
233-235 West 233 Street,10463,233,WEST 233 STREET,Multifamily Housing,Multifamily Housing,62287.0,1930,1,100,82.8,87.6,3.7,0.7,5143.3,82.57,40.88131,-73.904291,305.1,231.9,73.1,5.723911845951367,94,>50,76-100%
217-221 West 233 Street,10463,217,WEST 233 STREET,Multifamily Housing,Multifamily Housing,70000.0,1927,1,100,68.5,73.1,0.2,0.7,2779.3,39.7,40.881128,-73.903966,256.8,251.9,4.9,5.552184090505087,97,>50,76-100%
315 West 232nd Street,10463,315,WEST 232 STREET,Multifamily Housing,Multifamily Housing,70447.0,1974,1,100,33.5,33.1,5.2,0.1,3336.3,47.36,40.882086,-73.90744,183.3,65.1,118.3,5.216564864675778,50,41-50,76-100%
3240 Riverdale Ave,10463,3240,RIVERDALE AVENUE,Multifamily Housing,Multifamily Housing,67987.0,1970,1,100,84.0,90.2,4.0,0.8,3093.1,45.5,40.883355,-73.90793,342.2,251.6,90.6,5.838313367613807,54,>50,76-100%
3424 Kingsbridge Avenue,10463,3424,KINGSBRIDGE AVENUE,Multifamily Housing,Multifamily Housing,136195.0,1962,1,100,120.8,120.4,5.3,1.0,1825.0,13.27,40.882723,-73.903711,982.3,748.0,234.3,6.8909142617861106,62,>50,76-100%
