Address 1 (self-reported),Postal Code,Street Number,Street Name,Primary Property Type - Self Selected,Largest Property Use Type,Primary Property Use Type - Gross Floor Area (ft²),Year Built,Number of Buildings - Self-reported,Occupancy,Site EUI (kBtu/ft²),Weather Normalized Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Water Use (All Water Sources) (kgal),Water Intensity (All Water Sources) (gal/ft²),Latitude,Longitude,GHG Emissions,Direct GHG Emissions,Indirect GHG Emissions
1990 Ellis Avenue,10472,1990,ELLIS AVENUE,Multifamily Housing,Multifamily Housing,104914.0,1929,1,100,83.2,87.9,4.9,0.7,9712.2,92.57,40.831706,-73.858112,533.5,370.6,162.9
1236 Virginia Ave ,10472,1236,VIRGINIA AVENUE,Multifamily Housing,Multifamily Housing,96238.0,1928,1,100,86.5,91.7,5.1,0.2,,,40.831556,-73.860971,609.8,450.7,159.1
1988 Newbold Avenue,10472,1988,NEWBOLD AVENUE,Multifamily Housing,Multifamily Housing,66332.0,1929,1,100,62.6,66.8,4.1,0.5,4630.9,69.81,40.832358,-73.858906,258.6,169.6,89.0
2015 Bruckner Boulevard,10472,2001,BRUCKNER BOULEVARD,Multifamily Housing,Multifamily Housing,114908.0,1964,1,100,109.3,114.4,5.8,,10314.9,89.77,40.826842,-73.855695,975.9,756.9,219.0
2039 Blackrock Ave,10472,2039,BLACKROCK AVENUE,Multifamily Housing,Multifamily Housing,84240.0,1964,1,100,104.1,107.0,4.2,0.0,,,40.828409,-73.8552,673.0,557.4,115.6
2003-5-9 Gleason Avenue,10472,2003,GLEASON AVENUE,Multifamily Housing,Multifamily Housing,70423.0,1927,1,100,111.2,116.6,4.5,1.0,,,40.831156,-73.856827,460.3,356.6,103.7
2014 Cross Bronx Expwy,10472,2028,CROSS BRONX EP SR S,Multifamily Housing,Multifamily Housing,118000.0,1926,1,100,95.8,,,,,,40.831704,-73.856233,646.7,538.9,107.9
1265-1269 Olmstead Ave,10462,1265,OLMSTEAD AVENUE,Multifamily Housing,Multifamily Housing,92628.0,1930,1,100,72.4,77.6,3.6,0.7,6378.7,68.86,40.833162,-73.854496,401.9,294.8,107.1
2001 Newbold Avenue,10462,2001,NEWBOLD AVENUE,Multifamily Housing,Multifamily Housing,101738.0,1955,1,100,94.3,,5.1,0.8,11167.7,109.77,40.832627,-73.856907,591.0,419.1,171.9
1266-1268 Olmstead Ave,10462,1266,OLMSTEAD AVENUE,Multifamily Housing,Multifamily Housing,125960.0,1928,1,100,82.3,87.7,4.4,0.7,9135.9,72.53,40.8332,-73.854481,625.9,450.1,175.7
1349 Stratford Avenue,10472,1349,STRATFORD AVENUE,Multifamily Housing,Multifamily Housing,69900.0,1929,1,100,124.6,124.3,4.3,0.0,9130.7,130.63,40.832913,-73.876377,670.8,574.0,96.7
1691 East 174 Street,10472,1691,EAST 174 STREET,Multifamily Housing,Multifamily Housing,78871.0,1964,1,100,18.8,19.2,2.7,0.1,,,40.834476,-73.872254,107.0,40.6,66.4
1404 Noble Avenue,10472,1400,NOBLE AVENUE,Multifamily Housing,Multifamily Housing,54476.0,1928,1,100,87.0,91.3,6.8,0.7,,,40.834815,-73.870927,303.6,182.4,121.1
1110 Wyatt St.,10460,1110,WYATT STREET,Multifamily Housing,Multifamily Housing,82800.0,1932,1,100,82.8,,6.3,0.5,,,40.839306,-73.877301,462.1,290.4,171.7
1120 Wyatt St.,10460,1120,WYATT STREET,Multifamily Housing,Multifamily Housing,105360.0,1932,1,100,97.2,102.9,3.1,0.9,11269.5,106.96,40.839227,-73.877081,589.8,482.3,107.4
1505 Leland Avenue,10460,1505,LELAND AVENUE,Multifamily Housing,Multifamily Housing,66000.0,1928,1,100,116.1,116.5,7.4,0.2,,,40.838167,-73.8646,576.3,420.9,155.3
1500 THERIOT AVE,10462,1500,THIERIOT AVENUE,Multifamily Housing,Multifamily Housing,76302.0,1931,1,100,86.9,91.2,3.7,0.8,7012.6,91.91,40.837951,-73.865511,391.8,298.9,92.8
1520 Thieriot Avenue,10460,1520,THIERIOT AVENUE,Multifamily Housing,Multifamily Housing,63000.0,1929,1,100,60.2,59.6,3.6,0.0,1246.7,19.79,40.838388,-73.86559,291.5,215.5,76.0
1919 Williamsbridge Road,10461,1574,BEACH AVENUE,Multifamily Housing,Multifamily Housing,105000.0,1930,1,100,62.9,65.7,3.5,0.5,6481.6,61.73,40.839554,-73.867366,407.7,286.2,121.4
1565 Thieriot Ave,10460,1565,THIERIOT AVENUE,Multifamily Housing,Multifamily Housing,152250.0,1930,1,100,53.6,53.6,2.9,0.4,7096.2,46.61,40.839733,-73.865934,493.6,352.7,141.0
1564 Taylor Ave ,10460,1564,TAYLOR AVENUE,Multifamily Housing,Multifamily Housing,56000.0,1930,1,100,80.4,79.7,4.0,0.7,5958.4,106.4,40.839492,-73.866791,270.9,196.7,74.2
1576 Taylor Avenue,10460,1576,TAYLOR AVENUE,Multifamily Housing,Multifamily Housing,75600.0,1929,1,100,73.5,76.8,4.0,0.6,,,40.839737,-73.866917,345.0,248.4,96.5
1562 Theriot Avenue,10460,1562,THIERIOT AVENUE,Multifamily Housing,Multifamily Housing,56250.0,1930,1,100,70.1,72.4,4.1,0.6,1069.0,19.0,40.839697,-73.865894,241.6,166.6,75.0
1580 Theriot Avenue,10460,1580,THIERIOT AVENUE,Multifamily Housing,Multifamily Housing,53750.0,1930,1,100,63.5,66.1,4.1,0.5,2216.7,41.24,40.840063,-73.866078,211.3,141.0,70.3
1585 WHITE PLAINS ROAD,10462,1585,WHITE PLAINS ROAD,Multifamily Housing,Multifamily Housing,66937.0,1927,1,100,88.8,88.4,4.1,0.2,8128.7,121.44,40.840502,-73.864187,428.1,338.7,89.4
2000 East Tremont Ave,10462,63,METROPOLITAN OVAL,Multifamily Housing,Multifamily Housing,161987.0,1941,1,100,96.7,100.9,4.7,0.8,,,40.838184,-73.86057,1040.2,770.4,269.9
1332 Metropolitan Avenue,10462,1332,METROPOLITAN AVENUE,Multifamily Housing,Multifamily Housing,67800.0,1962,1,100,76.2,79.9,5.4,0.0,4345.0,64.09,40.834131,-73.860919,406.9,288.7,118.2
1922 McGraw Avenue,10462,1910,MC GRAW AVENUE,Multifamily Housing,Multifamily Housing,54400.0,1929,1,100,85.4,90.2,3.9,0.0,,,40.834548,-73.861478,376.6,304.2,72.4
2022-24 Benedict Avenue,10462,2022,BENEDICT AVENUE,Multifamily Housing,Multifamily Housing,103284.0,1928,1,100,90.2,,,,,,40.834406,-73.856961,588.0,465.7,122.3
2112 Starling Ave,10462,2112,STARLING AVENUE,Multifamily Housing,Multifamily Housing,51565.0,1963,1,100,83.7,89.8,5.2,0.1,4511.5,87.49,40.836088,-73.854702,335.4,248.2,87.2
1366 WHITE PLAINS RD,10462,1366,WHITE PLAINS ROAD,Multifamily Housing,Multifamily Housing,65543.0,1933,1,100,86.8,92.3,3.4,0.8,6451.2,98.43,40.835047,-73.86306,333.6,259.7,73.9
1900 Archer Street,10462,1900,ARCHER STREET,Parking,Parking,260625.0,1939,1,100,8.7,9.5,0.7,0.1,89.3,0.34,40.837907,-73.863057,143.9,90.6,53.3
1500 Unionport Road,10462,1500,UNIONPORT ROAD,Parking,Parking,186250.0,1939,1,100,12.7,13.8,0.7,0.1,,,40.836236,-73.856335,142.9,101.4,41.5
1990 East Tremont Ave,10462,2040,EAST TREMONT AVENUE,Parking,Parking,183712.0,1939,1,100,31.9,34.0,3.4,0.2,,,40.841879,-73.858481,182.9,91.8,91.1
1718 Purdy St.,10462,1722,PURDY STREET,Multifamily Housing,Multifamily Housing,131237.0,1940,1,100,43.9,47.5,3.4,0.0,,,40.841133,-73.85455,417.0,26.2,390.8
425 Devoe Ave,10460,425,DEVOE AVENUE,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,69000.0,1939,1,100,13.8,,,,144.9,1.82,40.841008,-73.876763,77.6,32.4,45.2
1186 E 180TH ST,10460,459,MORRIS PARK AVENUE,Multifamily Housing,Multifamily Housing,71417.0,1928,1,100,117.4,124.5,7.5,1.0,,,40.840776,-73.872885,520.6,345.1,175.5
1235 East Tremont Avenue,10460,1235,EAST TREMONT AVENUE,Self-Storage Facility,Self-Storage Facility,50617.0,2014,1,100,20.8,21.1,5.2,0.0,38.9,0.77,40.839715,-73.871847,92.4,7.3,85.0
1500 Pelham Parkway South,10461,1500,EASTCHESTER ROAD,K-12 School,Other - Education,107019.0,1955,1,100,62.7,65.6,11.9,0.3,1072.2,10.02,,,530.6,122.8,407.8
638 Sagamore Street,10462,678,SAGAMORE STREET,Multifamily Housing,Multifamily Housing,84475.0,2002,1,100,94.2,99.7,6.3,0.8,7402.8,87.63,40.84901,-73.868529,496.3,324.4,171.9
1944 Unionport Rd,10462,1944,UNIONPORT ROAD,Multifamily Housing,Multifamily Housing,56634.0,1927,1,100,96.7,103.5,4.7,0.9,710.1,12.54,40.849848,-73.868841,328.1,241.1,87.0
1954 Unionport Rd,10462,1954,UNIONPORT ROAD,Multifamily Housing,Multifamily Housing,63540.0,1928,1,100,119.9,129.2,4.5,1.1,,,40.849999,-73.868754,444.3,351.8,92.5
1957 Bronxdale Ave.,10462,1957,BRONXDALE AVENUE,Multifamily Housing,Multifamily Housing,112500.0,1929,1,100,59.9,63.0,3.6,0.5,,,40.849375,-73.86316,420.5,284.1,136.3
2039 Cruger Ave,10462,2039,CRUGER AVENUE,Multifamily Housing,Multifamily Housing,95032.0,1935,1,100,66.4,71.1,3.6,0.6,3727.0,39.22,40.851544,-73.866796,382.7,271.7,111.1
2055 Cruger Avenue,10462,2055,CRUGER AVENUE,Multifamily Housing,Multifamily Housing,84006.0,1935,1,100,89.3,88.7,4.4,0.7,,,40.851882,-73.866784,450.3,328.9,121.4
2011 Holland Ave,10462,2011,HOLLAND AVENUE,Multifamily Housing,Multifamily Housing,173856.0,2007,1,100,46.1,49.5,3.1,0.4,9029.9,51.94,40.851134,-73.865889,501.3,324.4,176.9
2040 Bronxdale Ave,10462,2040,BRONXDALE AVENUE,Multifamily Housing,Multifamily Housing,64925.0,1937,1,100,21.8,21.2,3.3,0.1,,,40.850795,-73.866537,106.0,33.7,72.2
"673 Brady Avenue, Bronx",10462,2070,BRONX PARK EAST,Multifamily Housing,Multifamily Housing,129000.0,1928,1,100,84.5,89.7,3.7,0.8,8969.9,69.53,40.852727,-73.868818,645.8,490.3,155.5
2084 Bronx Park East,10462,2084,BRONX PARK EAST,Multifamily Housing,Multifamily Housing,134000.0,1929,1,100,89.9,,,,9955.7,74.3,40.853114,-73.868954,929.8,796.7,133.1
2100-2110 B.P.E,10462,2100,BRONX PARK EAST,Multifamily Housing,Multifamily Housing,197155.0,1929,1,100,88.4,92.2,6.0,0.7,13869.6,70.35,40.853773,-73.869188,1115.0,733.1,381.9
2081 Cruger Avenue,10462,2081,CRUGER AVENUE,Multifamily Housing,Multifamily Housing,87924.0,1931,1,100,73.7,79.4,3.7,0.0,,,40.85281,-73.866757,501.6,394.6,106.9
2125 CRUGER AVENUE,10462,2125,CRUGER AVENUE,Multifamily Housing,Multifamily Housing,81824.0,1931,1,100,96.9,96.2,3.9,0.8,,,40.854061,-73.866718,466.8,360.0,106.9
2095 Cruger Avenue,10462,2095,CRUGER AVENUE,Multifamily Housing,Multifamily Housing,53400.0,1939,1,100,98.5,107.6,3.6,0.1,3824.8,71.63,40.853134,-73.866746,401.5,338.2,63.3
2120 Cruger Ave.,10462,2120,CRUGER AVENUE,Multifamily Housing,Multifamily Housing,65418.0,1939,1,100,,,,,,,40.853828,-73.866701,,,
2125 Holland Av,10462,2125,HOLLAND AVENUE,Multifamily Housing,Multifamily Housing,65418.0,1939,1,100,65.9,,4.5,0.0,5767.4,88.16,40.853846,-73.865783,332.8,236.8,96.0
762 Brady Avenue,10462,762,BRADY AVENUE,Multifamily Housing,Multifamily Housing,54209.0,1932,1,100,83.8,83.3,3.8,0.0,,,40.851946,-73.864897,353.4,284.7,68.6
754-756 Brady Avenue,10462,754,BRADY AVENUE,Multifamily Housing,Multifamily Housing,75260.0,1932,1,100,10.0,10.3,1.9,,,,40.852358,-73.865413,64.9,18.6,46.3
758-760 Brady Avenue,10462,758,BRADY AVENUE,Multifamily Housing,Multifamily Housing,67500.0,1932,1,100,69.8,74.1,2.1,0.0,,,40.852355,-73.865153,361.9,317.6,44.2
2105-2107 Wallace Ave,11231,2105,WALLACE AVENUE,Multifamily Housing,Multifamily Housing,220000.0,1952,1,100,42.1,44.2,3.2,0.3,5142.9,23.38,,,590.6,359.1,231.4
2074-80 Wallace Ave ,10462,2074,WALLACE AVENUE,Multifamily Housing,Multifamily Housing,175000.0,1965,1,100,87.8,86.8,5.0,0.7,9170.4,52.4,40.85267,-73.86486,940.1,649.3,290.8
2100 Wallace Avenue,10462,2100,WALLACE AVENUE,Multifamily Housing,Multifamily Housing,144354.0,1940,1,100,80.0,80.1,2.0,0.0,,,40.853263,-73.86484,864.9,775.5,89.4
2064 Barnes ave.,10462,2064,BARNES AVENUE,Multifamily Housing,Multifamily Housing,57053.0,1961,1,100,70.1,,,,,,40.852738,-73.863905,328.7,269.3,59.5
2080-2090 Barnes Ave,10462,2080,BARNES AVENUE,Multifamily Housing,Multifamily Housing,127000.0,1950,1,100,17.0,16.8,2.9,0.1,4614.8,36.34,40.853081,-73.863894,165.3,47.6,117.7
2110 Barnes Ave,10462,2110,BARNES AVENUE,Multifamily Housing,Multifamily Housing,85195.0,1960,1,100,60.7,60.4,3.3,0.5,4035.0,47.36,40.853726,-73.863878,313.7,222.7,91.0
1144 Lydig Ave,10461,1144,LYDIG AVENUE,Multifamily Housing,Multifamily Housing,50105.0,1964,1,100,75.6,82.6,4.0,0.0,2125.8,36.98,40.855549,-73.855086,334.3,259.1,75.2
1144 Pelham Parkway South,10461,1144,PELHAM PARKWAY SOUTH,Multifamily Housing,Multifamily Housing,87500.0,1959,1,100,72.3,73.9,3.4,0.0,,,40.856966,-73.855669,485.0,390.9,94.0
1150 Pelham Parkway So.,10461,1150,PELHAM PARKWAY SOUTH,Multifamily Housing,Multifamily Housing,57500.0,1953,1,100,15.8,15.3,3.2,0.0,5272.9,91.7,40.856993,-73.855347,74.5,13.4,61.2
2130 Williams Bridge Rd,10461,2130,WILLIAMSBRIDGE ROAD,Multifamily Housing,Multifamily Housing,63000.0,1963,1,100,89.1,97.2,0.7,0.1,3990.9,63.35,40.855986,-73.855613,412.7,398.8,13.9
2144 Bronx Park East,10462,2144,BRONX PARK EAST,Multifamily Housing,Multifamily Housing,87655.0,1927,1,100,20.5,19.7,3.7,0.1,10811.6,123.34,40.854564,-73.869476,142.3,32.8,109.5
2160 Bronx Park East,10463,2160,BRONX PARK EAST,Multifamily Housing,Multifamily Housing,64291.0,1938,1,100,83.1,90.6,3.5,0.0,,,40.855017,-73.869637,409.0,333.8,75.2
2180 Bronx Park East,10462,2180,BRONX PARK EAST,Multifamily Housing,Multifamily Housing,75133.0,1936,1,100,91.6,97.2,4.1,0.1,,,40.85566,-73.869871,522.6,421.3,101.3
2190 Boston Rd.,10462,2190,BOSTON ROAD,Multifamily Housing,Multifamily Housing,87354.0,1941,1,100,76.3,82.8,4.2,0.7,3379.9,38.69,40.85637,-73.869533,405.5,285.7,119.8
2185 Bolton Street,10462,2185,BOLTON STREET,Multifamily Housing,Multifamily Housing,70704.0,1935,1,100,92.2,97.3,4.3,0.8,6263.1,88.58,40.8559,-73.868667,389.2,289.0,100.2
2165 Bolton Street,10462,2165,BOLTON STREET,Multifamily Housing,Multifamily Housing,81935.0,1935,1,100,68.6,73.0,3.1,0.6,3959.8,48.33,40.855356,-73.868682,333.5,251.5,81.9
2160 Bolton Street,10462,2160,BOLTON STREET,Multifamily Housing,Multifamily Housing,87297.0,1931,1,100,78.3,82.5,3.3,0.7,4536.0,51.96,40.855246,-73.868664,403.6,308.5,95.1
2180 Bolton Street,10462,2180,BOLTON STREET,Multifamily Housing,Multifamily Housing,92801.0,1931,1,100,67.8,72.1,2.7,0.6,,,40.85579,-73.868649,369.4,286.9,82.5
2197-99 Cruger Ave,10462,2197,CRUGER AVENUE,Multifamily Housing,Multifamily Housing,70296.0,1928,1,100,89.9,89.5,4.3,0.7,9068.6,129.01,40.856265,-73.866649,377.6,279.1,98.5
2187 cruger ave,10462,2187,CRUGER AVENUE,Multifamily Housing,Multifamily Housing,81984.0,1930,1,100,75.5,,3.2,0.6,4832.7,58.95,40.856004,-73.866657,379.4,292.8,86.6
2167 cruger ave,10462,2167,CRUGER AVENUE,Multifamily Housing,Multifamily Housing,81996.0,1930,1,100,90.1,,3.5,0.7,6970.0,85.0,40.85548,-73.866672,449.9,356.1,93.9
2140 Cruger Avenue,10462,2140,CRUGER AVENUE,Multifamily Housing,Multifamily Housing,103611.0,1930,1,100,82.2,,4.4,0.7,8163.3,78.79,40.854802,-73.86667,519.8,371.2,148.5
"2156 Cruger Avenue, Bronx",10462,2156,CRUGER AVENUE,Multifamily Housing,Multifamily Housing,70836.0,1930,1,100,96.0,100.4,4.1,0.9,6138.9,86.66,40.855219,-73.866658,402.1,306.6,95.5
2186 Cruger Ave,10467,2186,CRUGER AVENUE,Multifamily Housing,Multifamily Housing,82614.0,1930,1,100,14.9,14.5,3.1,0.0,,,40.856002,-73.866635,100.9,17.7,83.3
2198 Cruger Avenue,10462,2198,CRUGER AVENUE,Multifamily Housing,Multifamily Housing,88386.0,1930,1,100,113.3,120.2,4.2,1.1,5506.2,62.3,40.856317,-73.866627,584.0,461.9,122.0
2199 Holland Avenue,10462,2199,HOLLAND AVENUE,Multifamily Housing,Multifamily Housing,88386.0,1929,1,100,68.4,74.2,3.6,0.0,38.4,0.43,40.856338,-73.865705,462.0,357.6,104.4
"2187 Holland Avenue, Bronx",10462,2187,HOLLAND AVENUE,Multifamily Housing,Multifamily Housing,73182.0,1930,1,100,86.7,91.8,3.8,0.8,5453.3,74.52,40.85602,-73.865713,375.3,285.4,89.9
"2157 Holland Avenue, Bronx",10462,2157,HOLLAND AVENUE,Multifamily Housing,Multifamily Housing,73842.0,1930,1,100,93.8,,4.1,0.8,7752.7,104.99,40.855218,-73.86574,414.3,315.0,99.3
2160 Holland Ave,10462,2160,HOLLAND AVENUE,Multifamily Housing,Multifamily Housing,96306.0,1930,1,100,58.3,,3.6,,6793.8,70.54,40.855325,-73.865715,346.2,234.3,111.9
2180 Holland Ave,10462,2180,HOLLAND AVENUE,Multifamily Housing,Multifamily Housing,82956.0,1928,1,100,70.1,74.8,0.8,0.7,8432.4,101.65,40.855858,-73.865699,317.6,297.7,19.9
2157 Wallace Ave.,10462,2157,WALLACE AVENUE,Multifamily Housing,Multifamily Housing,95991.0,1931,1,100,67.6,71.2,3.1,0.6,4208.9,43.85,40.855215,-73.864797,390.8,294.8,96.0
2150 Wallace Avenue,10462,2150,WALLACE AVENUE,Multifamily Housing,Multifamily Housing,69927.0,1929,1,100,50.7,49.9,9.7,0.1,,,40.855053,-73.864783,288.4,69.1,219.4
2160 Wallace Avenue,10462,2160,WALLACE AVENUE,Multifamily Housing,Multifamily Housing,74514.0,1929,1,100,77.6,82.1,4.1,0.7,5181.5,69.54,40.855322,-73.864775,350.1,249.4,100.7
780 Pelham Parkway,10462,2198,WALLACE AVENUE,Multifamily Housing,Multifamily Housing,88920.0,1929,1,100,90.0,,,,10677.7,120.08,40.856354,-73.86474,541.9,444.7,97.2
782 Pelham Pkwy South,10462,2197,BARNES AVENUE,Multifamily Housing,Multifamily Housing,90971.0,1940,1,100,24.0,23.7,4.6,0.1,11633.0,127.88,40.85638,-73.863822,175.2,37.2,138.0
2161 Barnes Avenue,10462,2161,BARNES AVENUE,Multifamily Housing,Multifamily Housing,76772.0,1931,1,100,88.1,,,,,,40.855488,-73.863849,469.9,377.8,92.1
2146 Barnes Avenue,10462,2140,BARNES AVENUE,Multifamily Housing,Multifamily Housing,65862.0,1930,1,100,104.6,,,,,,40.854673,-73.863854,418.3,332.4,85.9
2162 Barnes Avenue,10462,2162,BARNES AVENUE,Multifamily Housing,Multifamily Housing,66075.0,1930,1,100,83.4,,,,4656.8,70.48,40.855504,-73.863827,344.6,260.6,84.0
2182 Barnes Avenue,10462,2182,BARNES AVENUE,Multifamily Housing,Multifamily Housing,65862.0,1930,1,100,95.5,,,,4622.7,70.19,40.856018,-73.863812,370.0,286.1,83.9
2194 Barnes Avenue,10462,2194,BARNES AVENUE,Multifamily Housing,Multifamily Housing,66805.0,1928,1,100,64.2,68.5,3.3,0.6,,,40.856328,-73.8638,258.7,186.7,71.9
2165 Matthews Ave,10462,2165,MATTHEWS AVENUE,Multifamily Housing,Multifamily Housing,68250.0,1959,1,100,76.9,83.0,3.4,0.0,2639.1,38.67,40.85569,-73.862905,400.3,324.6,75.7
2160-2166 Matthews Ave,10462,2160,MATTHEWS AVENUE,Multifamily Housing,Multifamily Housing,139122.0,1964,1,100,51.0,50.1,4.4,0.0,,,40.855583,-73.862887,559.2,355.9,203.3
2155 Paulding Avenue,10462,2155,PAULDING AVENUE,Multifamily Housing,Multifamily Housing,81710.0,1954,1,100,96.9,104.0,4.8,0.0,,,40.855525,-73.86053,612.9,488.4,124.6
2121 Paulding Av.,10462,2121,PAULDING AVENUE,Multifamily Housing,Multifamily Housing,153804.0,1964,1,100,65.0,,6.9,0.1,15508.4,100.83,40.854146,-73.859861,789.6,439.1,350.5
1005 Esplanade Avenue,10461,1005,ESPLANADE,Multifamily Housing,Multifamily Housing,89000.0,1956,1,100,65.7,,,,5480.7,61.58,40.854827,-73.859928,350.2,257.9,92.3
1055 Esplanade Avenue,10461,1055,ESPLANADE,Multifamily Housing,Multifamily Housing,97387.0,1947,1,100,51.4,55.4,0.5,0.5,76.0,0.78,40.855707,-73.858849,271.7,257.6,14.1
1130 Pelham Pkwy S ,10461,1130,PELHAM PARKWAY SOUTH,Multifamily Housing,Multifamily Housing,52000.0,1956,1,100,29.0,28.2,4.0,0.0,,,40.856915,-73.856522,122.8,53.3,69.6
601 Pelham Parkway North,10467,601,PELHAM PARKWAY NORTH,Multifamily Housing,Multifamily Housing,108757.0,1937,1,100,82.6,82.2,3.6,0.7,5050.1,46.43,40.857365,-73.870656,531.8,404.6,127.1
2244 Bronx park East,10467,2244,BRONX PARK EAST,Multifamily Housing,Multifamily Housing,65071.0,1956,1,100,75.6,75.2,3.3,0.6,2909.9,44.72,40.858449,-73.870936,291.1,221.4,69.7
620 reiss place,10467,620,REISS PLACE,Multifamily Housing,Multifamily Housing,86527.0,1959,1,100,71.6,,3.6,0.6,4875.1,56.34,40.858218,-73.870557,385.1,284.5,100.5
655 Pelham Pkwy,10467,655,PELHAM PARKWAY NORTH,Multifamily Housing,Multifamily Housing,84000.0,1931,1,100,81.1,87.7,4.4,0.0,7470.8,88.94,40.857748,-73.869368,526.6,406.4,120.2
"660 THWAITES PLACE,",10467,660,THWAITES PLACE,Multifamily Housing,Multifamily Housing,137350.0,1954,1,100,61.9,66.0,3.6,0.5,7194.2,52.38,40.858843,-73.869077,521.2,359.1,162.1
2260 Bronx Park East,10467,2260,BRONX PARK EAST,Multifamily Housing,Multifamily Housing,62328.0,1938,1,100,15.5,15.3,3.3,0.0,,,40.859273,-73.870829,79.7,13.6,66.1
610 Waring Avenue,10467,610,WARING AVENUE,Multifamily Housing,Multifamily Housing,106050.0,1960,1,100,120.0,132.2,5.5,0.1,8979.7,84.67,40.861391,-73.870243,980.7,790.7,190.0
2385 Barker Ave,10467,2385,BARKER AVENUE,Multifamily Housing,Multifamily Housing,133654.0,1960,1,100,94.5,94.2,4.0,0.0,7152.3,53.51,40.860836,-73.869467,973.7,799.1,174.6
665 Thwaites Place,10467,665,THWAITES PLACE,Multifamily Housing,Multifamily Housing,125891.0,1962,1,100,90.7,97.1,4.7,0.3,6365.9,50.57,40.858853,-73.868957,813.4,617.9,195.4
2206 Holland Ave,10467,2206,HOLLAND AVENUE,Multifamily Housing,Multifamily Housing,69734.0,1938,1,100,15.5,15.4,3.1,0.0,,,40.85821,-73.865618,87.8,17.2,70.6
2310 Holland Av.,10467,2310,HOLLAND AVENUE,Multifamily Housing,Multifamily Housing,65250.0,1951,1,100,61.4,,5.3,0.1,6447.5,98.81,40.859978,-73.865564,301.1,187.7,113.4
2316 Wallace Avenue,10467,2316,WALLACE AVENUE,Multifamily Housing,Multifamily Housing,77212.0,1950,1,100,54.3,,2.9,0.0,,,40.860053,-73.86461,321.5,247.4,74.1
985 Astor Ave,10469,974,WARING AVENUE,K-12 School,K-12 School,55840.0,1970,1,100,83.4,88.9,6.1,0.7,,,40.861197,-73.859738,293.6,185.8,107.8
1135 Pelham Pkwy North,10469,1135,PELHAM PARKWAY NORTH,Multifamily Housing,Multifamily Housing,58000.0,1955,1,100,28.7,28.5,4.3,0.0,,,40.858298,-73.854455,137.5,56.6,80.9
P.O. BOX 300513,11230,2420,BRONX PARK EAST,Multifamily Housing,Multifamily Housing,79366.0,1925,1,100,82.4,82.4,3.8,0.7,10380.7,130.8,,,388.4,292.4,96.0
2440 Olinville Avenue,10467,2440,OLINVILLE AVENUE,Multifamily Housing,Multifamily Housing,102399.0,1965,1,100,86.0,92.4,5.0,0.8,11431.4,111.64,40.862179,-73.868459,539.7,371.6,168.0
2505 Barker Avenue,10467,2505,BARKER AVENUE,Multifamily Housing,Multifamily Housing,66832.0,1989,1,100,101.0,101.8,4.4,0.9,4832.6,72.31,40.863602,-73.869382,398.0,305.5,92.5
2504 Bronx Park East,10467,2504,BRONX PARK EAST,Multifamily Housing,Multifamily Housing,87120.0,1927,1,100,78.5,83.6,3.5,0.1,,,40.863612,-73.870401,514.0,413.6,100.4
2540 Barker Avenue,10467,2540,BARKER AVENUE,Multifamily Housing,Multifamily Housing,72584.0,1983,1,100,81.1,85.1,8.2,0.6,4386.2,59.93,40.863877,-73.869349,398.4,203.9,194.5
2550 Olinville Avenue,10467,2550,OLINVILLE AVENUE,Multifamily Housing,Multifamily Housing,228000.0,1966,1,100,86.8,85.6,6.7,0.6,14521.9,63.69,40.863941,-73.868401,1268.2,761.6,506.6
690 Allerton Avenue,10467,690,ALLERTON AVENUE,Multifamily Housing,Multifamily Housing,119023.0,1928,1,100,99.8,105.4,8.4,0.8,14803.3,124.37,40.865415,-73.867748,766.2,449.6,316.6
2455 Cruger Ave,10467,2455,CRUGER AVENUE,Multifamily Housing,Multifamily Housing,77429.0,1928,1,100,90.1,98.4,3.0,0.0,3996.3,51.61,40.862715,-73.866434,533.3,457.3,76.0
754 Mace Avenue,10467,750,MACE AVENUE,Multifamily Housing,Multifamily Housing,67390.0,1928,1,100,66.3,66.3,3.4,0.0,9137.1,135.59,40.863169,-73.865337,343.0,271.1,71.8
2507 Cruger Avenue,10467,2507,CRUGER AVENUE,Multifamily Housing,Multifamily Housing,51400.0,1927,1,100,72.5,76.7,0.6,0.7,,,40.863582,-73.86641,201.7,192.8,8.8
735 MACE AVE,10467,735,MACE AVENUE,Multifamily Housing,Multifamily Housing,121346.0,1929,1,100,75.2,,3.9,0.6,,,40.863192,-73.865684,560.1,402.3,157.8
776 Mace Ave.,10467,776,MACE AVENUE,Multifamily Housing,Multifamily Housing,60719.0,1929,1,100,95.8,,,,,,40.863152,-73.864339,497.5,437.2,60.3
2704 Wallace Avenue,10467,2704,WALLACE AVENUE,Multifamily Housing,Multifamily Housing,54000.0,1933,1,100,106.0,110.4,7.6,0.8,,,40.865875,-73.864439,371.3,233.8,137.5
2707 Barnes Avenue,10467,2707,BARNES AVENUE,Multifamily Housing,Multifamily Housing,54000.0,1933,1,100,90.7,94.4,6.2,0.7,,,40.865904,-73.86352,316.4,201.9,114.5
